oid,name,entity,access,risk_level,recommended_role,danger_signals,description
1.3.6.1.4.1.3902.1082.20.30.2.5.5.1.1,zxAnSwPatchPkgName,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,The name of the patch package.
1.3.6.1.4.1.3902.1082.20.30.2.5.2.1.1,zxAnSwPatchRack,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,The rack number.
1.3.6.1.4.1.3902.1082.20.30.2.5.2.1.3,zxAnSwPatchSlot,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,The slot number.
1.3.6.1.4.1.3902.1082.20.30.2.5.2.1,zxAnSwSavedPatchEntry,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,An entry in zxAnSwSavedPatchTable.
1.3.6.1.4.1.3902.1082.20.30.2.5.5.1,zxAnSwSavedPatchPackageEntry,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,An entry in zxAnSwSavedPatchPackageTable.
1.3.6.1.4.1.3902.1082.20.30.2.5.6.1,zxAnSwSavedPatchPackageFileEntry,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,An entry in zxAnSwSavedPatchPackageFileTable.
1.3.6.1.4.1.3902.1082.20.30.2.5.6,zxAnSwSavedPatchPackageFileTable,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,This table includes the information of the file inside the patch package.
1.3.6.1.4.1.3902.1082.20.30.2.5.5,zxAnSwSavedPatchPackageTable,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,This table includes the saved patch package information.
1.3.6.1.4.1.3902.1082.20.30.2.5.2,zxAnSwSavedPatchTable,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,This table includes the saved patch information.
1.3.6.1.4.1.3902.1082.20.30.2.2.5.1,zxAnSwSetEntry,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,An entry in zxAnSwSetTable.
1.3.6.1.4.1.3902.1082.20.30.2.2.5.1.2,zxAnSwSetFileName,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,The software set file name.
1.3.6.1.4.1.3902.1082.20.30.2.2.5.1.1,zxAnSwSetName,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,The software set name.
1.3.6.1.4.1.3902.1082.20.30.2.2.5,zxAnSwSetTable,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,The software set file information.
1.3.6.1.4.1.3902.1082.40.50.2.1.2.1.1,zxAnVid,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,The VlanId to which this entry's filtering information applies.
1.3.6.1.4.1.3902.3.302.19.1.4,zxr10AlarmMaskAlarmCode,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,Alarm code.
1.3.6.1.4.1.3902.3.302.19.1,zxr10AlarmMaskEntry,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,An alarm mask entry.
1.3.6.1.4.1.3902.3.302.19.1.2,zxr10AlarmMaskTPID,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,Alarm mask TPID.
1.3.6.1.4.1.3902.3.302.19.1.5,zxr10AlarmMaskTPIDClass,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,Alarm TPID class.
1.3.6.1.4.1.3902.3.302.19.1.6,zxr10AlarmMaskTPIDLen,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,Alarm TPID length.
1.3.6.1.4.1.3902.3.302.19.1.3,zxr10AlarmMaskTPIDMask,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,Each bit indicates whether the corresponding byte in alarmMaskTPID is valid.
1.3.6.1.4.1.3902.3.302.19.1.1,zxr10AlarmMaskTPIDType,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,Alarm mask TPID type.
1.3.6.1.4.1.3902.3.302.19,zxr10AlarmMaskTable,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,A list of alarm mask entries.
1.3.6.1.4.1.3902.3.302.16.1,zxr10AlarmPreloadInterface,entity.zte.gpon.device.olt,accessible-for-notify,INFO,monitor,trap-payload,The interface which canceled proload function.
1.3.6.1.4.1.3902.3.302.23.1.2,zxr10AlmShdProfApplyBrdName,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,Alarm shield profile apply board name.
1.3.6.1.4.1.3902.3.302.23.1,zxr10AlmShdProfApplyEntry,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,An alarm shield profile apply entry.
1.3.6.1.4.1.3902.3.302.23.1.1,zxr10AlmShdProfApplyFlag,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,Alarm shield profile apply flag.
1.3.6.1.4.1.3902.3.302.23.1.3,zxr10AlmShdProfApplyIfName,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,Alarm shield profile apply interface name.
1.3.6.1.4.1.3902.3.302.23,zxr10AlmShdProfApplyTable,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,A list of alarm shield profile apply entries.
1.3.6.1.4.1.3902.3.302.22.1.1,zxr10AlmShdProfCodeAlmCode,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,Alarm code.
1.3.6.1.4.1.3902.3.302.22.1,zxr10AlmShdProfCodeEntry,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,An alarm shield profile alarm code entry.
1.3.6.1.4.1.3902.3.302.22,zxr10AlmShdProfCodeTable,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,A list of alarm shield profile alarm code entries.
1.3.6.1.4.1.3902.3.302.21.1,zxr10AlmShdProfEntry,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,An alarm shield profile entry.
1.3.6.1.4.1.3902.3.302.21.1.1,zxr10AlmShdProfName,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,Alarm shield profile name.
1.3.6.1.4.1.3902.3.302.21,zxr10AlmShdProfTable,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,A list of alarm shield profile entries.
1.3.6.1.4.1.3902.3.126.1.1.1,zxr10optAlarmEntry,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,Índice/columna estructural de tabla (no consultable directamente).
1.3.6.1.4.1.3902.3.126.1.1,zxr10optAlarmTable,entity.zte.gpon.device.olt,not-accessible,INFO,monitor,index/structural,Índice/columna estructural de tabla (no consultable directamente).
1.3.6.1.4.1.3902.3.302.6,notificationTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,A list of notification entries.
1.3.6.1.4.1.3902.1082.500.21.2.1.5.1,zxAnGponOPOnuConfEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The ONU profile ONU configuration entry.
1.3.6.1.4.1.3902.1082.500.21.2.1.5,zxAnGponOPOnuConfTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The ONU profile ONU configuration table.
1.3.6.1.4.1.3902.1082.500.21.2.1.2.1,zxAnGponOPTcontEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The ONU profile T-CONT entry.
1.3.6.1.4.1.3902.1082.500.21.2.1.2.1.2,zxAnGponOPTcontIndex,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,"An arbitrary (unique) integer for identifying an entry in the table, from 1 to upper limit supported T-CONT count of ONU type."
1.3.6.1.4.1.3902.1082.500.21.2.1.8.1,zxAnGponOPTcontQueueSchedEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The ONU profile T-CONT queue schedule entry.
1.3.6.1.4.1.3902.1082.500.21.2.1.8,zxAnGponOPTcontQueueSchedTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The ONU profile T-CONT queue schedule table.
1.3.6.1.4.1.3902.1082.500.21.2.1.2,zxAnGponOPTcontTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The ONU profile T-CONT table.
1.3.6.1.4.1.3902.1082.500.1.2.2.3.1,zxAnPonOnuIfAttrEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,Entry of zxAnPonOnuIfAttrTable.
1.3.6.1.4.1.3902.1082.500.1.2.2.3,zxAnPonOnuIfAttrTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,Configuration of ONU interface attributes.
1.3.6.1.4.1.3902.1082.500.4.2.2.3.1,zxAnPonOnuIfCurr15MinPerfEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,Entry of zxAnPonOnuIfCurr15MinPerfTable.
1.3.6.1.4.1.3902.1082.500.4.2.2.3,zxAnPonOnuIfCurr15MinPerfTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The current 15 minutes performance data table of PON ONU interface.
1.3.6.1.4.1.3902.1082.500.4.2.2.4.1,zxAnPonOnuIfCurr1DayPerfEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,Entry of zxAnPonOnuIfCurr1DayPerfTable.
1.3.6.1.4.1.3902.1082.500.4.2.2.4,zxAnPonOnuIfCurr1DayPerfTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The current 1 day performance data table of PON ONU interface.
1.3.6.1.4.1.3902.1082.500.4.2.2.10.1,zxAnPonOnuIfCurrMinPerfEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,An entry in the ONU minutes interval performance data table.
1.3.6.1.4.1.3902.1082.500.4.2.2.10,zxAnPonOnuIfCurrMinPerfTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The minutes interval performance data table of PON ONU interface.
1.3.6.1.4.1.3902.1082.500.4.2.2.2.1,zxAnPonOnuIfCurrPerfEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,Entry of zxAnPonOnuIfCurrPerfTable.
1.3.6.1.4.1.3902.1082.500.4.2.2.2,zxAnPonOnuIfCurrPerfTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,PON ONU interface statistics table
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1.1,zxAnPonOnuIfH15MIntervalNo,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,Performance Data Interval.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1.1,zxAnPonOnuIfH1DIntervalNo,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,Performance Data Interval 1 is the the most recent previous interval Interval 7 is 1 week ago.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1.1,zxAnPonOnuIfHMinIntervalNo,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,Performance data interval number.
1.3.6.1.4.1.3902.1082.500.4.2.2.5.1,zxAnPonOnuIfHis15MinPerfEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,An entry in the ONU 15 minutes interval performance data table.
1.3.6.1.4.1.3902.1082.500.4.2.2.5,zxAnPonOnuIfHis15MinPerfTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The 15 minutes interval performance data table of PON ONU.
1.3.6.1.4.1.3902.1082.500.4.2.2.6.1,zxAnPonOnuIfHis1DayPerfEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The 1 day interval performance data entry of interfaces.
1.3.6.1.4.1.3902.1082.500.4.2.2.6,zxAnPonOnuIfHis1DayPerfTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The 1 day interval performance data table of PON ONU.
1.3.6.1.4.1.3902.1082.500.4.2.2.11.1,zxAnPonOnuIfHisMinPerfEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,An entry in the ONU minutes interval history performance data table.
1.3.6.1.4.1.3902.1082.500.4.2.2.11,zxAnPonOnuIfHisMinPerfTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The minutes interval history performance data table of PON ONU.
1.3.6.1.4.1.3902.1082.500.1.2.2.3.1.1,zxAnPonOnuIfId,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,"The most significant 16 bits indicate the type of this interface: ETH(10), E1(20), T1(21), DS1(22), POTS(30), RF(40), WiFi(50), COM(60), VEIP(70), xDSL(80)."
1.3.6.1.4.1.3902.1082.500.1.2.4.2.1.1,zxAnPonOnuIndex,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,This attribute represents the index of ONU.
1.3.6.1.4.1.3902.1082.500.4.2.2.9.1,zxAnPonOnuPerfAlmPrfApplyEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,An entry in zxAnPonOnuPerfAlmPrfApplyTable.
1.3.6.1.4.1.3902.1082.500.4.2.2.9,zxAnPonOnuPerfAlmPrfApplyTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The performance alarm threshold profile applying table of interfaces.
1.3.6.1.4.1.3902.1082.500.4.2.2.8.1,zxAnPonOnuPerfAlmPrfConfEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,An entry in zxAnPonOnuPerfAlmPrfConfTable.
1.3.6.1.4.1.3902.1082.500.4.2.2.8,zxAnPonOnuPerfAlmPrfConfTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The performance alarm threshold profile table of interfaces.
1.3.6.1.4.1.3902.1082.500.4.2.2.7.1,zxAnPonOnuPerfAlmPrfEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The performance alarm threshold profile applying entry of interfaces.
1.3.6.1.4.1.3902.1082.500.4.2.2.7.1.1,zxAnPonOnuPerfAlmPrfName,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The performance alarm threshold profile name.
1.3.6.1.4.1.3902.1082.500.4.2.2.7,zxAnPonOnuPerfAlmPrfTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The performance alarm threshold profile list table of interfaces.
1.3.6.1.4.1.3902.1082.500.4.2.2.8.1.1,zxAnPonOnuPerfVariable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The object identifier of performance variables.
1.3.6.1.4.1.3902.1082.500.1.2.2.2.1,zxAnPonOnuTypeEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,Entry of zxAnPonOnuTypeTable.
1.3.6.1.4.1.3902.1082.500.1.2.2.2.1.1,zxAnPonOnuTypeName,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,Name of ONU type.
1.3.6.1.4.1.3902.1082.500.1.2.2.2,zxAnPonOnuTypeTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,Configuration of ONU type.
1.3.6.1.4.1.3902.1082.500.1.2.4.1.4.1,zxAnPonPortRogueOnuConfEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The PON port rogue ONU management entry.
1.3.6.1.4.1.3902.1082.500.1.2.4.1.4,zxAnPonPortRogueOnuConfTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The PON port rogue ONU management table.
1.3.6.1.4.1.3902.1082.500.1.2.4.1.2.1,zxAnPonRogueOnuDetectInfoEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,Entry of zxAnPonRogueOnuDetectInfoTable.
1.3.6.1.4.1.3902.1082.500.1.2.4.1.2,zxAnPonRogueOnuDetectInfoTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,This table is defined to control rogue ONU.
1.3.6.1.4.1.3902.1082.500.1.2.4.1.3.1,zxAnPonRogueOnuInfoEntry,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,It is an entry in the zxAnPonRogueOnuInfoTable.
1.3.6.1.4.1.3902.1082.500.1.2.4.1.3,zxAnPonRogueOnuInfoTable,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,This table is defined to get rogue ONU information.
1.3.6.1.4.1.3902.1082.500.1.2.4.1.3.1.1,zxAnPonRogueOnuInstIndex,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The instance No.
1.3.6.1.4.1.3902.1082.500.1.2.4.1.2.1.1,zxAnRogueOnuSlot,entity.zte.gpon.device.onu,not-accessible,INFO,monitor,index/structural,The OLT slot to be configured rogue ONU detection.
1.3.6.1.4.1.3902.1082.10.1.2.8.1,zxAnCardBladeEntry,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,An entry in zxAnCardBladeTable.
1.3.6.1.4.1.3902.1082.10.1.2.8,zxAnCardBladeTable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The card blade table.
1.3.6.1.4.1.3902.1082.10.1.2.4.1.30,zxAnCardCpuOverloadReason,entity.zte.gpon.hardware.card,accessible-for-notify,INFO,monitor,trap-payload,The CPU overloading reason.
1.3.6.1.4.1.3902.1082.10.10.2.1.6.1.6,zxAnCardCriticalTempAlmThreshold,entity.zte.gpon.hardware.card,accessible-for-notify,INFO,monitor,trap-payload,The critical temperature alarm threshold of the card.
1.3.6.1.4.1.3902.1082.10.1.2.4.1,zxAnCardEntry,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,An entry in zxAnCardTable.
1.3.6.1.4.1.3902.1082.10.10.2.1.10.1,zxAnCardEnvAlmProfileApplyEntry,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The performance alarm threshold profile application entry of card temperature.
1.3.6.1.4.1.3902.1082.10.10.2.1.10,zxAnCardEnvAlmProfileApplyTable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The performance alarm threshold profile application table of card temperature.
1.3.6.1.4.1.3902.1082.10.10.2.1.9.1,zxAnCardEnvAlmProfileConfEntry,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The performance alarm threshold profile items configuration entry of card temperature.
1.3.6.1.4.1.3902.1082.10.10.2.1.9,zxAnCardEnvAlmProfileConfTable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The performance alarm threshold profile items configuration table of card temperature.
1.3.6.1.4.1.3902.1082.10.10.2.1.11.1,zxAnCardEnvAlmProfileEntry,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The performance alarm threshold profile entry of card temperature.
1.3.6.1.4.1.3902.1082.10.10.2.1.9.1.1,zxAnCardEnvAlmProfileName,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The performance alarm threshold profile name.
1.3.6.1.4.1.3902.1082.10.10.2.1.11,zxAnCardEnvAlmProfileTable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The performance alarm threshold profile table of card temperature.
1.3.6.1.4.1.3902.1082.10.10.2.1.15.1.1,zxAnCardEnvHMinIntervalNo,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The performance data interval number.
1.3.6.1.4.1.3902.1082.10.10.2.1.7.1.1,zxAnCardEnvHis15MinIntervalNo,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,Performance data interval number 1 is the the most recent previous interval; interval 96 is 24 hours ago.
1.3.6.1.4.1.3902.1082.10.10.2.1.7.1,zxAnCardEnvHis15MinPerfEntry,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The 15 minutes interval performance data entry of card temperature.
1.3.6.1.4.1.3902.1082.10.10.2.1.7,zxAnCardEnvHis15MinPerfTable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The 15 minutes interval performance data table of card temperature.
1.3.6.1.4.1.3902.1082.10.10.2.1.8.1.1,zxAnCardEnvHis1DayIntervalNo,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,Performance data interval number 1 is the the most recent previous interval; interval 7 is 1 week ago.
1.3.6.1.4.1.3902.1082.10.10.2.1.8.1,zxAnCardEnvHis1DayPerfEntry,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The 1 day interval performance data entry of card temperature.
1.3.6.1.4.1.3902.1082.10.10.2.1.8,zxAnCardEnvHis1DayPerfTable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The 1 day interval performance data table of card temperature.
1.3.6.1.4.1.3902.1082.10.10.2.1.15.1,zxAnCardEnvHisMinPerfEntry,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The 5 minutes or 15 minutes interval environmental monitoring performance data entry of card.
1.3.6.1.4.1.3902.1082.10.10.2.1.15,zxAnCardEnvHisMinPerfTable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The 5 minutes or 15 minutes interval environmental monitoring performance data table of card.
1.3.6.1.4.1.3902.1082.10.10.2.1.6.1,zxAnCardEnvParamEntry,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The entry of zxAnCardEnvParamTable.
1.3.6.1.4.1.3902.1082.10.10.2.1.6,zxAnCardEnvParamTable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,This table includes card temperature information.
1.3.6.1.4.1.3902.1082.10.10.2.1.9.1.2,zxAnCardEnvPerfVariable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The object identifier of performance variables.
1.3.6.1.4.1.3902.1082.10.10.2.1.6.1.10,zxAnCardHeatRadiationAlmThresh,entity.zte.gpon.hardware.card,accessible-for-notify,INFO,monitor,trap-payload,The heat radiation abnormal alarm threshold of the card.
1.3.6.1.4.1.3902.1082.10.1.2.51.1.1,zxAnCardHisMinIntervalNo,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The performance data interval number.
1.3.6.1.4.1.3902.1082.10.1.2.51.1,zxAnCardHisMinPerfEntry,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The 5 minutes or 15 minutes interval performance data entry of card.
1.3.6.1.4.1.3902.1082.10.1.2.51,zxAnCardHisMinPerfTable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The 5 minutes or 15 minutes interval performance data table of card.
1.3.6.1.4.1.3902.1082.10.10.2.1.6.1.8,zxAnCardOptCriticalTempAlmThresh,entity.zte.gpon.hardware.card,accessible-for-notify,INFO,monitor,trap-payload,The critical optical temperature alarm threshold.
1.3.6.1.4.1.3902.1082.10.10.2.1.6.1.7,zxAnCardOptHighestTemp,entity.zte.gpon.hardware.card,accessible-for-notify,INFO,monitor,trap-payload,The highest temperature of the optical modules in the card.
1.3.6.1.4.1.3902.1082.10.10.2.1.6.1.9,zxAnCardOptHighestTempPortNo,entity.zte.gpon.hardware.card,accessible-for-notify,INFO,monitor,trap-payload,The port No.
1.3.6.1.4.1.3902.1082.10.1.2.4,zxAnCardTable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,This table includes the enable or disable plug and play of the Card.
1.3.6.1.4.1.3902.1082.10.10.2.1.14.1,zxAnEnvCardOverheatProtectEntry,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,Card overheat protection entry.
1.3.6.1.4.1.3902.1082.10.10.2.1.14,zxAnEnvCardOverheatProtectTable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,Card overheat protection table.
1.3.6.1.4.1.3902.1082.10.10.2.1.1.1,zxAnEnvCardShutdownReason,entity.zte.gpon.hardware.card,accessible-for-notify,INFO,monitor,trap-payload,The alarm reason of zxAnEnvCardShutdownAlm.
1.3.6.1.4.1.3902.1082.20.30.2.5.3.1.1,zxAnSwCardPatchName,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The patch file name of the card.
1.3.6.1.4.1.3902.1082.20.30.2.5.3.1,zxAnSwCardPatchRunStatusEntry,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,An entry in zxAnSwCardPatchRunStatusTable.
1.3.6.1.4.1.3902.1082.20.30.2.5.3,zxAnSwCardPatchRunStatusTable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,This table includes the patch running status information of the card.
1.3.6.1.4.1.3902.1082.20.30.2.2.2.1.1,zxAnSwCardRack,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The rack number
1.3.6.1.4.1.3902.1082.20.30.2.2.2.1,zxAnSwCardRunningVerEntry,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,An entry in zxAnCardTable.
1.3.6.1.4.1.3902.1082.20.30.2.2.2,zxAnSwCardRunningVerTable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,This table includes the card version information.
1.3.6.1.4.1.3902.1082.20.30.2.2.2.1.2,zxAnSwCardShelf,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The shelf number
1.3.6.1.4.1.3902.1082.20.30.2.2.2.1.3,zxAnSwCardSlot,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The slot number
1.3.6.1.4.1.3902.1082.20.30.2.5.4.1.1,zxAnSwPatchSubcardSlot,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The slot number of the subcard.
1.3.6.1.4.1.3902.1082.20.30.2.3.2.6.1.1,zxAnSwSubcardMUpdateSoftwareType,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The software type when updating subcard software.
1.3.6.1.4.1.3902.1082.20.30.2.3.2.6.1,zxAnSwSubcardMUpdateStatusEntry,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,An entry in zxAnSwSubcardMUpdateStatusTable.
1.3.6.1.4.1.3902.1082.20.30.2.3.2.6,zxAnSwSubcardMUpdateStatusTable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,This table includes the subcard software updating status information.
1.3.6.1.4.1.3902.1082.20.30.2.5.4.1.2,zxAnSwSubcardPatchName,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The file name of the patch
1.3.6.1.4.1.3902.1082.20.30.2.5.4.1,zxAnSwSubcardRunningPatchEntry,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,An entry in zxAnSwSubcardRunningPatchTable.
1.3.6.1.4.1.3902.1082.20.30.2.5.4,zxAnSwSubcardRunningPatchTable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,This table includes the subcard patch information.
1.3.6.1.4.1.3902.1082.20.30.2.2.3.1,zxAnSwSubcardRunningVerEntry,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,An entry in zxAnSwSubcardRunningVerTable.
1.3.6.1.4.1.3902.1082.20.30.2.2.3,zxAnSwSubcardRunningVerTable,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,This table includes the sub card version information.
1.3.6.1.4.1.3902.1082.20.30.2.2.3.1.1,zxAnSwSubcardSlot,entity.zte.gpon.hardware.card,not-accessible,INFO,monitor,index/structural,The slot number of the subcard
1.3.6.1.4.1.3902.1082.10.10.2.4.11.1,zxAnEnvFanEntry,entity.zte.gpon.hardware.fan,not-accessible,INFO,monitor,index/structural,The entry of zxAnEnvFanTable.
1.3.6.1.4.1.3902.1082.10.10.2.4.11.1.1,zxAnEnvFanIndex,entity.zte.gpon.hardware.fan,not-accessible,INFO,monitor,index/structural,The index of this fan unit.
1.3.6.1.4.1.3902.1082.10.10.2.4.11,zxAnEnvFanTable,entity.zte.gpon.hardware.fan,not-accessible,INFO,monitor,index/structural,This table includes speed information and operational status of the fan units.
1.3.6.1.4.1.3902.1082.10.10.2.4.10.1,zxAnEnvFanTrayEntry,entity.zte.gpon.hardware.fan,not-accessible,INFO,monitor,index/structural,An entry in the zxAnEnvFanTrayTable.
